customerID,Churn,Value_at_Risk
0422-OHQHQ,0,308.25
6916-HIJSE,0,5515.25
2316-ESMLS,0,397.79999999999995
9778-OGKQZ,0,6624.0
7408-OFWXJ,0,6465.599999999999
6007-TCTST,0,8337.6
2252-NKNSI,0,4427.8
8713-IGZSO,0,49.7
7905-TVXTA,0,321.75
7695-PKLCZ,0,1394.0
2382-BCKQJ,1,6209.3
8374-UULRV,0,6195.599999999999
2207-NHRJK,1,50.8
3224-DFQNQ,0,5874.0
5275-PMFUT,0,4665.599999999999
4795-UXVCJ,0,514.8000000000001
9777-IQHWP,0,5977.6
0947-MUGVO,1,1473.0
9944-HKVVB,1,285.29999999999995
4124-MMETB,1,2082.3
3671-SHRSP,1,322.4
0979-MOZQI,0,2418.0
2732-ISEZX,0,102.5
3313-QKNKB,1,5047.45
0323-XWWTN,0,79.19999999999999
1937-OTUKY,0,7070.400000000001
1573-LGXBA,0,5560.349999999999
1764-VUUMT,0,1316.7
5073-WXOYN,1,3048.0
4713-ZBURT,0,4486.5
3050-GBUSH,0,104.39999999999999
0207-MDKNV,1,1576.5
7876-AEHIG,0,3067.65
7945-HLKEA,0,3885.0
9342-VNIMQ,0,1803.45
9851-KIELU,1,1101.0
3523-BRGUW,0,501.8
3908-BLSYF,1,503.40000000000003
3199-NPKCN,0,7453.75
5170-PTRKA,0,1754.1999999999998
4661-NJEUX,0,20.05
2123-AGEEN,0,590.4499999999999
1258-YMZNM,0,2983.5
0048-LUMLS,0,3374.4
7549-MYGPK,1,6334.65
5898-IGSLP,0,2768.2999999999997
3804-RVTGV,1,5192.5
6259-WJQLC,0,2595.2
9227-LUNBG,1,24.6
7997-EASSD,0,5115.6
0730-KOAVE,0,2829.0
8975-SKGRX,0,8243.1
0678-RLHVP,0,5594.15
4315-MURBD,1,1186.8000000000002
2267-FPIMA,0,4720.0
1051-GEJLJ,0,39.0
9734-YWGEX,1,884.6999999999999
2719-BDAQO,1,1595.4499999999998
5285-MVEHD,0,5913.599999999999
0379-DJQHR,0,5450.45
0781-LKXBR,1,904.5
5543-QDCRY,0,225.6
0297-RBCSG,0,1241.6499999999999
4694-PHWFW,0,159.6
0835-JKADZ,0,7898.75
1907-UBQFC,1,728.5
7508-SMHXL,0,1335.0
3865-YIOTT,0,7639.2
5993-BQHEA,0,240.60000000000002
6024-RUGGH,0,1814.3999999999999
6513-EECDB,1,73.55
3956-CJUST,0,1734.2
4079-WWQQQ,0,4719.599999999999
6103-BOCOU,0,2098.2000000000003
5149-TGWDZ,0,2195.5499999999997
7471-WNSUF,0,1449.0
8942-DBMHZ,0,245.39999999999998
4301-VVZKA,0,1206.4
9199-PWQVC,0,5021.1
4824-GUCBY,0,1797.4
5393-HJZSM,0,2441.6
7074-IEVOJ,1,238.20000000000002
9625-QSTYE,1,1054.95
0862-PRCBS,0,7055.0
8812-ZRHFP,0,2593.5
5146-CBVOE,0,1201.6
0454-OKRCT,0,2659.7999999999997
5787-KXGIY,0,1389.6000000000001
4750-ZRXIU,1,338.4
4198-VFOEA,0,403.20000000000005
6630-UJZMY,0,333.0
5709-LVOEQ,0,0.0
6400-BWQKW,1,474.29999999999995
2692-AQCPF,0,7023.25
0347-UBKUZ,0,298.5
0835-DUUIQ,0,505.20000000000005
0811-GSDTP,0,391.95
7567-ECMCM,0,1916.3999999999999
6115-ZTBFQ,0,4716.0
6353-BRMMA,0,5621.4
6680-WKXRZ,1,223.20000000000002
6231-WFGFH,0,82.0
9904-EHEVJ,0,2923.2
7028-DVOIQ,1,3466.75
6169-PPETC,0,717.5
4208-UFFGW,1,89.9
8584-KMVXD,0,604.8
8467-WYNSR,0,1212.2
0851-DFJKB,0,884.25
5382-SOYZL,0,2092.2
9448-REEVD,1,44.7
3261-CQXOL,0,1806.95
8388-FYNPZ,0,227.0
4002-BQWPQ,0,2043.75
5651-YLPRD,0,2755.2
2826-DXLQO,0,208.6
4378-BZYFP,0,348.5
9489-UTFKA,0,487.2
4849-PYRLQ,0,4102.0
9117-SHLZX,1,45.7
9889-TMAHG,1,802.4
4541-RMRLG,1,134.75
7764-BDPEE,0,62.550000000000004
3429-IFLEM,0,5491.849999999999
3158-MOERK,1,192.0
7294-TMAOP,1,90.55
5002-GCQFH,0,4598.65
0556-FJEGU,0,4065.7999999999997
8919-FYFQZ,1,1335.4
0604-THJFP,0,4481.05
2834-JRTUA,1,7671.55
5875-YPQFJ,1,69.9
5879-SESNB,0,827.75
6646-QVXLR,1,6432.5
6461-PPAXN,0,1923.25
3318-ISQFQ,0,390.0
1106-HRLKZ,0,784.0
2483-XSSMZ,0,1866.15
8603-IJWDN,1,86.6
8165-ZJRNM,0,1710.0
9369-XFEHK,1,2659.7999999999997
2604-XVDAM,0,525.5999999999999
3717-OFRTN,0,19.75
9046-JBFWA,0,517.05
3280-NMUVX,0,666.4000000000001
1206-EHBDD,0,4496.8
8361-LBRDI,0,1412.3000000000002
4883-KCPZJ,0,555.5
9108-EQPNQ,0,261.0
7277-KAMWT,0,260.0
3842-IYKUE,1,2985.5
6641-XRPSU,1,2380.0
1374-DMZUI,1,377.2
2545-LXYVJ,0,1490.3999999999999
3234-VKACU,0,140.6
8357-EQXFO,1,667.4499999999999
1989-PRJHP,1,2038.5
8120-JDCAM,0,278.2
8917-FAEMR,0,734.45
7047-YXDMZ,0,420.0
2858-EIMXH,0,5080.049999999999
9524-EGPJC,1,1621.8
6993-OHLXR,1,137.9
8818-XYFCQ,1,3185.6
6419-ZTTLE,0,477.25
0929-HYQEW,0,150.45
6614-YOLAC,0,4164.15
7426-RHZGU,0,863.1
4065-JJAVA,0,49.5
4695-VADHF,1,1034.1000000000001
3863-IUBJR,1,643.8
7649-SIJJF,0,5687.099999999999
9361-YNQWJ,0,1561.6
3748-FVMZZ,0,160.2
9391-TTOYH,0,448.5
1452-XRSJV,0,1990.9499999999998
3422-WJOYD,0,1521.8
8242-SOQUO,0,423.5
7460-ITWWP,0,3874.4999999999995
7147-AYBAA,0,2602.95
7868-TMWMZ,0,6600.0
4822-RVYBB,1,804.8
6732-FZUGP,0,4460.3
8436-BJUMM,1,2177.5
4184-TJFAN,1,264.9
8329-GWVPJ,0,3487.5
1352-VHKAJ,0,1933.1999999999998
4145-UQXUQ,1,736.8
2632-TACXW,0,1466.3
8146-QQKZH,0,5811.349999999999
1767-CJKBA,0,1656.6000000000001
6445-TNRXS,0,7799.6
4581-LNWUM,0,638.9499999999999
4869-EPIUS,0,4530.400000000001
9948-YPTDG,1,3019.1
1236-WFCDV,1,1266.3
1915-OAKWD,0,308.8
7296-PIXQY,0,982.8000000000001
4883-QICIH,1,2232.0
3354-OADJP,0,434.0
3524-WQDSG,0,4269.9
0810-DHDBD,0,3848.0
4026-SKKHW,0,150.75
2829-HYVZP,0,574.2
8329-IBCTI,1,19.65
1271-SJBGZ,1,523.8
3845-JHAMY,0,568.0
7013-PSXHK,0,3230.0
5669-SRAIP,1,197.5
5981-ITEMU,1,3884.0
3486-NPGST,0,703.8000000000001
6941-PMGEP,1,400.0
1624-WOIWJ,1,847.0
2074-GKOWZ,1,179.1
0376-YMCJC,1,2083.7999999999997
6100-FJZDG,0,521.3000000000001
4829-ZLJTK,0,8092.8
1730-VFMWO,0,1706.8000000000002
7143-BQIBA,0,622.5
3800-LYTRK,0,779.8000000000001
0634-SZPQA,1,2071.15
9646-NMHXE,0,923.55
7030-NJVDP,0,2142.0
5536-RTPWK,1,4853.45
8883-GRDWQ,0,1080.0
6166-ILMNY,1,139.5
3097-NNSPB,1,98.1
7771-ZONAT,0,1248.5
0655-RBDUG,1,686.35
2111-DWYHN,0,21.1
4194-WHFCB,0,5702.35
4121-AGSIN,0,1421.0
4361-BKAXE,1,4694.5
9845-PEEKO,0,4672.8
0455-XFASS,0,208.64999999999998
0301-KOBTQ,0,641.6
1751-NCDLI,0,4547.099999999999
4367-NUYAO,0,0.0
9878-TNQGW,1,161.9
9170-ARBTB,0,1019.2
4441-NIHPT,1,965.9
8999-BOHSE,1,986.7
7241-AJHFS,0,2804.8
7029-RPUAV,1,1707.65
4546-FOKWR,0,1196.0
9036-CSKBW,0,5479.95
5832-TRLPB,0,2185.1499999999996
8590-YFFQO,0,4546.5
8659-IOOPU,0,7131.95
1338-CECEE,0,2808.5
7439-DKZTW,0,80.55
4646-QZXTF,0,568.75
4607-CHPCA,1,2260.0
9742-XOKTS,0,5999.849999999999
6921-OZMFH,0,278.5
9578-FOMUK,0,372.0
4712-UYOOI,0,400.0
8824-RWFXJ,1,168.45
7722-CVFXN,0,5680.8
8717-VCTXJ,0,821.1
7363-QTBIW,0,717.75
4159-NAAIX,0,6139.35
0971-QIFJK,0,1673.25
9397-TZSHA,0,1697.4
3391-JSQEW,0,2006.0
0343-QLUZP,0,2376.0
9763-PDTKK,1,377.6
2176-LVPNX,0,6379.349999999999
7627-JKIAZ,1,2921.15
3312-UUMZW,0,3163.2
1271-UODNO,0,2100.15
8461-EFQYM,0,921.5
6900-RBKER,0,4651.400000000001
6891-JPYFF,0,5052.0
1459-QNFQT,0,4165.0
1047-NNCBF,0,1411.0
3696-XRIEN,0,4125.0
4081-DYXAV,1,852.15
0074-HDKDG,0,1540.0
8791-GFXLZ,0,588.5999999999999
8111-SLLHI,1,4120.35
0927-LCSMG,1,522.5500000000001
9330-DHBFL,0,1523.75
0098-BOWSO,0,523.8
3452-ABWRL,0,4044.35
5859-HZYLF,0,497.9
8257-RZAHR,1,905.8000000000001
5293-WXJAK,1,1144.55
3156-QLHBO,0,38.5
2208-NQBCT,0,2130.7000000000003
1779-PWPMG,0,8254.800000000001
6621-NRZAK,0,1260.0
0831-JNISG,0,1405.8
0774-IFUVM,0,716.6500000000001
3082-WQRVY,0,275.09999999999997
9553-DLCLU,0,1156.3500000000001
1641-BYBTK,0,121.19999999999999
2460-NGXBJ,0,827.2
2446-ZKVAF,0,1022.4
0841-NULXI,1,35.55
3522-CDKHF,0,2416.0
1430-SFQSA,0,1032.4
0411-EZJZE,0,180.75
7851-WZEKY,1,190.3
8844-TONUD,1,1256.45
8807-ARQET,0,1654.3500000000001
8992-CEUEN,0,18.85
4320-QMLLA,0,383.95
8777-PVYGU,0,3343.6
8292-ITGYJ,0,1109.25
6870-ZWMNX,0,5327.0
0621-CXBKL,0,991.0999999999999
5268-DSMNQ,0,6072.900000000001
5334-JLAXU,0,5646.0
4086-YQSNZ,1,241.20000000000002
6242-MBHPK,0,2187.2999999999997
5868-CZJDR,1,31.35
9359-UGBTK,0,4847.45
0135-NMXAP,1,1077.0
4782-OSFXZ,0,5871.7
6479-OAUSD,0,497.49999999999994
7129-ACFOG,0,269.0
4189-NAKJS,0,1340.3
5562-BETPV,0,19.65
1282-IHQAC,0,3083.5
9127-FHJBZ,0,8208.0
6270-OMFIW,1,5664.0
1641-RQDAY,0,3212.8
0107-WESLM,1,19.85
6994-ORCWG,0,759.5
1346-UFHAX,0,1040.0
3992-YWPKO,1,659.4000000000001
2933-XEUJM,0,3643.2000000000003
0125-LZQXK,1,1520.25
5461-QKNTN,0,4054.9
4835-YSJMR,0,1942.1999999999998
8399-YNDCH,1,1261.05
3164-YAXFY,0,3063.75
0887-WBJVH,0,4952.85
4660-IRIBM,0,1582.2
5673-FSSMF,1,60.15
7670-ZBPOQ,0,3540.8999999999996
8089-UZWLX,0,7387.55
0080-OROZO,0,3473.75
3916-NRPAP,0,257.1
6807-SIWJI,0,3984.2999999999997
8221-HVAYI,0,2420.25
1579-KLYDT,1,633.15
5232-NXPAY,0,3499.15
8967-SZQAS,0,706.3000000000001
4468-KAZHE,0,1200.0
0455-ENTCR,0,5626.5
8944-AILEF,0,291.75
5542-NKVRU,0,871.5
7126-RBHSD,0,1341.3000000000002
5370-IIVVL,0,3866.5
6789-HJBWG,0,592.8
3927-NLNRY,1,4995.25
9087-EYCPR,0,1500.0
6791-YBNAK,0,459.90000000000003
6358-LYNGM,1,74.9
6077-BDPXA,0,210.45000000000002
0013-MHZWF,0,624.6
5494-HECPR,1,80.25
8268-YDIXR,0,5216.400000000001
9824-BEMCV,1,1173.0
1373-ORVIZ,1,729.8499999999999
4291-SHSBH,0,486.84999999999997
6980-IMXXE,0,1393.8
9866-QEVEE,1,1634.0
9897-KXHCM,1,240.89999999999998
0040-HALCW,0,1101.6
0784-GTUUK,0,1472.5
7979-CORPM,1,2173.2
2294-DMMUS,0,4367.900000000001
0872-JCPIB,0,1117.75
3055-MJDSB,0,221.4
9091-WTUUY,0,4432.0
1618-CFHME,1,151.8
3165-HDOEW,1,45.85
6581-NQCBA,1,799.2
7115-IRDHS,0,1774.8
8496-DMZUK,0,2712.0
2040-VZIKE,0,4941.65
9068-VPWQQ,0,4596.349999999999
0178-SZBHO,0,4098.400000000001
0384-RVBPI,0,1288.0
1689-MRZQR,1,2662.2
1299-AURJA,0,1729.0
4525-VZCZG,0,5715.9
1543-LLLFT,0,5996.3
5835-BEQEU,1,230.85000000000002
2788-CJQAQ,0,252.85
5565-FILXA,1,1538.4
0319-QZTCO,0,176.10000000000002
2120-SMPEX,0,503.74999999999994
0096-FCPUF,0,1935.0
0668-OGMHD,0,598.5
5552-ZNFSJ,1,45.3
2223-KAGMX,1,291.0
6507-ZJSUR,0,2080.35
9408-HRXRK,0,4731.75
5593-SUAOO,0,1995.6000000000001
7321-PKUYW,1,991.6500000000001
2833-SLKDQ,1,45.05
6766-HFKLA,0,5779.2
7595-EUIVN,1,75.8
7617-EYGLW,0,19.45
2026-TGDHM,1,555.1
9220-ZNKJI,0,4884.0
4030-VPZBD,1,61.8
2226-ICFDO,0,6184.8
0723-VSOBE,0,1539.0000000000002
5529-GIBVH,0,947.05
4187-CINZD,1,4381.5
9992-UJOEL,0,100.6
4741-WWJQZ,0,160.3
6625-UTXEW,0,615.0
6818-WOBHJ,1,6092.799999999999
6244-BESBM,0,6568.8
1004-NOZNR,0,5308.8
1251-STYSZ,0,321.0
2612-PHGOX,0,4870.4
2408-TZMJL,1,6498.85
8480-PPONV,0,7164.099999999999
8780-IHCRN,0,1552.9499999999998
4598-ZADCK,0,2840.8
1257-SXUXQ,0,97.25
9681-KYGYB,0,4321.8
7182-OVLBJ,0,6271.3
5095-ETBRJ,0,3124.0
7005-CYUIL,0,7057.400000000001
4821-WQOYN,0,1447.2
4730-AWNAU,0,2185.2000000000003
3452-FLHYD,0,523.75
2388-LAESQ,0,8269.199999999999
9531-NSBMR,0,693.0
6260-ONULR,0,62.8
4389-UEFCZ,0,7596.0
8711-LOBKY,0,1171.15
9134-CEQMF,1,626.5
8985-OOPOS,0,74.1
8800-ZKRFW,0,3225.0
2616-FLVQC,0,1251.2
9968-FFVVH,0,4334.4
3108-PCCGG,0,6080.400000000001
7993-PYKOF,1,600.0
8390-FESFV,0,5239.0
3022-BEXHZ,0,7450.400000000001
5027-XWQHA,1,268.5
6248-TKCQV,0,5642.0
6729-GDNGC,0,1614.0
6198-ZFIOJ,0,378.0
5989-OMNJE,0,1382.4
4566-QVRRW,1,484.54999999999995
1291-CUOCY,0,7963.2
9795-SHUHB,0,3841.2000000000003
3230-IUALN,0,3645.0
0042-RLHYP,0,1359.3
8519-IMDHU,1,1284.0
4945-RVMTE,0,1667.3999999999999
0201-OAMXR,1,8088.5
1866-NXPSP,0,2719.7999999999997
3372-KWFBM,1,1385.6
7831-QGOXH,1,1533.6000000000001
6393-WRYZE,1,3320.1000000000004
3941-XTSKM,0,1894.2
1661-CZBAU,0,3405.6000000000004
6599-RCLCJ,1,5148.849999999999
9831-BPFRI,1,3492.45
5158-RIVOP,0,229.89999999999998
9788-YTFGE,0,139.65
9277-JOOMO,0,73.80000000000001
1907-YLNYW,0,533.6
1725-MIMXW,1,19.45
8947-YRTDV,0,3033.6
3161-ONRWK,0,3950.9999999999995
0114-RSRRW,0,199.5
4565-NLZBV,0,1750.1499999999999
0031-PVLZI,1,81.4
7206-GZCDC,1,69.25
6682-VCIXC,0,2203.75
4791-QRGMF,1,5870.5
6475-VHUIZ,0,1247.75
3910-MRQOY,0,1396.8
0661-WCQNQ,0,1237.5
7537-RBWEA,0,25.15
4656-CAURT,0,1652.55
0121-SNYRK,0,1770.0
1768-ZAIFU,1,25.2
4671-LXRDQ,1,90.0
3733-LSYCE,0,1130.25
6265-FRMTQ,0,632.4
1934-SJVJK,1,20.15
3838-OZURD,1,6930.0
1371-DWPAZ,0,0.0
9269-CQOOL,1,164.10000000000002
2017-CCBLH,0,160.0
7690-KPNCU,0,4675.2
0536-BGFMZ,0,574.0
2293-IJWPS,0,5742.75
2845-HSJCY,1,1221.5
5469-NUJUR,0,379.05
1184-PJVDB,1,799.5
2625-TRCZQ,0,2532.15
4102-HLENU,0,4398.55
7266-GSSJX,0,224.95
7722-VJRQD,0,4388.400000000001
7073-QETQY,0,1343.1000000000001
9415-DPEWS,1,1590.3
5624-RYAMH,0,175.5
0196-JTUQI,0,676.8000000000001
7130-YXBRO,0,5349.6
9272-LSVYH,0,701.5
7943-RQCHR,1,852.75
3793-MMFUH,1,1235.6499999999999
3249-ZPQRG,1,313.8
2568-BRGYX,1,280.8
3084-DOWLE,0,6624.0
1084-MNSMJ,0,4360.5
7721-JXEAW,1,2421.95
7249-WBIYX,1,856.0
4238-HFHSN,0,5011.150000000001
6250-CGGUN,0,4557.6
5478-JJVZK,0,2009.7
7596-IIWYC,0,546.75
6567-HOOPW,1,79.2
9793-WECQC,0,2191.9
4291-HPAXL,0,19.85
8999-YPYBV,0,3795.7499999999995
1839-FBNFR,0,774.1500000000001
3164-AALRN,1,350.0
3071-MVJCD,0,5925.599999999999
1697-BCSHV,0,3874.3999999999996
0562-KBDVM,0,3122.0
1131-SUEKT,0,6005.45
3717-OEAUQ,0,141.4
4538-WNTMJ,0,1147.7
3334-CTHOL,1,49.95
4704-ERYFC,1,1523.5
9432-RUVSL,0,4920.0
8060-HIWJJ,0,5539.2
7684-XSZIY,0,1749.6000000000001
9089-UOWJG,0,700.2
8621-MNIHH,1,3204.5
8039-ACLPL,0,4950.0
9885-AIBVB,0,2488.2
1934-MKPXS,0,663.3000000000001
2592-YKDIF,0,20.35
2272-JKMSI,0,6869.599999999999
0471-LVHGK,1,2993.0
9518-RWHZL,1,6403.2
8714-CTZJW,0,331.4
3569-EDBPQ,0,2024.3999999999999
3131-NWVFJ,0,273.7
7521-YXVZY,0,59.849999999999994
5419-CONWX,1,399.2
6240-EURKS,1,630.0
2373-NTKOD,0,530.0
1970-KKFWL,0,815.5
6960-HVYXR,1,76.0
9337-SRRNI,0,1669.8
0895-UADGO,0,356.4
5678-VFNEQ,0,7391.099999999999
5977-CKHON,0,3979.65
7024-OHCCK,1,187.7
2692-BUCFV,0,2942.05
7861-UVUFT,1,1264.5
1830-GGFNM,0,6145.75
5302-BDJNT,0,3342.5
5223-UZAVK,0,6419.2
4859-ZSRDZ,0,3219.0
5651-WYIPH,0,897.3000000000001
9350-VLHMB,0,5999.849999999999
3498-LZGQZ,0,1206.4499999999998
8785-CJSHH,0,5988.0
5357-TZHPP,1,759.6
3870-SPZSI,0,7913.5
0680-DFNNY,1,1516.5
7560-QRBXH,0,957.5999999999999
7077-XJMET,0,889.8000000000001
8752-GHJFU,0,6532.0
6896-SRVYQ,0,3249.3999999999996
7767-UXAGJ,1,50.45
4652-ODEVH,0,1100.25
6510-UPNKS,0,570.4
6718-BDGHG,0,2788.5499999999997
9046-DQMTP,0,726.25
6439-LAJXL,0,620.5500000000001
1571-SAVHK,1,1199.4
9052-VKDUW,0,7111.0
9546-CQJSU,1,182.8
1666-JZPZT,0,1323.0
5777-KJIRB,0,2010.0
0506-LVNGN,1,377.75
7677-SJJJK,0,159.2
2480-EJWYP,0,5672.4
3253-HKOKL,0,5215.599999999999
7055-HNEOJ,0,167.39999999999998
5514-YQENT,0,4557.150000000001
3211-AAPKX,0,1971.0
8445-DNBAE,0,50.05
2951-QOQTK,1,323.2
2958-NHPPS,0,479.55
6806-YDEUL,0,117.0
1735-XMJVH,0,154.8
6890-PFRQX,0,1251.0
0222-CNVPT,0,2537.6
5899-OUVKV,0,2929.5
8681-ICONS,0,598.8499999999999
1621-YNCJH,0,3817.7999999999997
3473-XIIIT,1,1600.0
6362-QHAFM,0,4548.599999999999
7893-IXHRQ,1,20.55
3070-BDOQC,0,5979.0
2952-QAYZF,1,426.5
6234-PFPXL,0,2109.8
9824-QCJPK,0,720.0
4763-PGDPO,1,281.6
4283-IVYCI,0,584.5500000000001
1866-OBPNR,0,74.6
8205-MQUGY,0,590.4000000000001
8970-ANWXO,0,1696.25
9480-BQJEI,0,5722.599999999999
5394-SVGJV,1,3655.6
6979-TNDEU,0,153.6
9777-WJJPR,0,2748.15
9283-LZQOH,1,967.2
7079-QRCBC,1,2370.0
9495-SKLKD,0,4317.75
6048-UWKAL,0,7272.6
5067-DGXLL,0,40.5
5469-CTCWN,1,6466.0
9851-QXEEQ,1,4292.7
6281-FKEWS,0,2158.2
8898-KASCD,0,1386.4499999999998
9242-TKFSV,0,4687.2
9290-SHCMB,0,1259.05
0743-HNPFG,0,3557.25
2277-BKJKN,0,7043.2
9809-IMGCQ,1,2127.4
5208-HFSBT,1,110.1
5035-PGZXH,0,5980.8
8695-WDYEA,0,51.25
6543-JXSOO,0,1328.25
8016-ZMGMO,0,4676.099999999999
8605-ITULD,0,19.55
3254-YRILK,1,1675.8
6416-YJTTB,0,874.5
2667-WYLWJ,1,158.0
4472-VESGY,0,5103.8
3195-TQDZX,0,60.75
3128-YOVTD,0,4036.65
0529-ONKER,1,1134.75
1728-CXQBE,0,6032.0
7041-TXQJH,0,1487.4
5014-GSOUQ,0,259.34999999999997
5724-BIDBU,0,2712.15
0481-SUMCB,0,4596.75
1769-GRUIK,0,1279.8
5240-IJOQT,1,74.7
8819-WFGGJ,0,3678.8
7427-AUFPY,0,1061.1
2811-POVEX,0,2034.3500000000001
1092-GANHU,1,1303.0500000000002
7898-PDWQE,0,5708.400000000001
9972-EWRJS,0,1289.75
9314-IJWSQ,0,1187.2
0661-XEYAN,1,25.8
5799-JRCZO,0,1228.5
1921-KYSAY,0,2812.6
6198-RTPMF,0,1574.1999999999998
2924-KHUVI,0,5630.8
1925-GMVBW,0,102.75
7881-EVUAD,1,85.2
6184-DYUOB,0,58.800000000000004
9207-ZPANB,0,2495.65
5766-XQXMQ,1,1996.6499999999999
9327-QSDED,0,348.4
1656-DRSMG,0,6920.549999999999
3012-VFFMN,0,144.54999999999998
2984-AFWNC,0,286.20000000000005
0640-YJTPY,0,1512.0
8096-LOIST,0,1067.8
9764-REAFF,0,1085.6
3703-VAVCL,1,180.0
7107-UBYKY,0,901.25
4881-GQJTW,0,274.40000000000003
8519-QJGJD,1,1054.8999999999999
7876-DNYAP,0,1366.2
7905-NJMXS,0,449.40000000000003
2882-WDTBA,0,5226.75
2091-GPPIQ,0,5684.400000000001
6326-MTTXK,1,806.8
5071-FBJFS,0,201.2
2796-UUZZO,0,5058.9
2429-AYKKO,0,1429.2
9798-OPFEM,0,970.6
0330-IVZHA,1,349.75
3794-NFNCH,0,1500.0
5193-QLVZB,0,6599.25
7114-AEOZE,0,1191.0
2886-KEFUM,1,6772.5
5522-NYKPB,0,2147.5
4237-RLAQD,1,45.85
9957-YODKZ,0,484.79999999999995
6518-KZXCB,0,555.5
2245-ADZFJ,0,2497.0499999999997
7776-QGYJC,0,3178.5
9313-QOLTZ,0,543.4
9651-GTSAQ,1,5623.299999999999
3186-BAXNB,1,91.7
4672-FOTSD,0,807.0
0637-YLETY,1,1529.6
9818-XQCUV,0,40.7
7338-ERIVA,0,1756.9499999999998
1157-BQCUW,1,74.95
8259-NFJTV,0,242.54999999999998
3223-DWFIO,0,277.4
2660-EMUBI,1,953.5
6968-GMKPR,0,4485.25
4751-ERMAN,0,5428.8
1436-ZMJAN,0,678.0
3292-PBZEJ,0,1225.4
0799-DDIHE,0,694.5
3070-FNFZQ,0,469.2
2812-SFXMJ,0,20.05
7675-OZCZG,1,135.0
5014-WUQMG,0,4516.7
5312-TSZVC,0,294.75
2003-CKLOR,1,6567.0
0993-OSGPT,0,4124.2
9254-RBFON,1,1676.1999999999998
1205-WNWPJ,1,416.5
9391-EOYLI,1,965.4000000000001
7108-DGVUU,0,1505.7
2782-JEEBU,0,756.0
5127-BZENZ,0,3651.2000000000003
2720-FVBQP,0,293.70000000000005
9906-NHHVC,0,3477.5
4522-XRWWI,0,3378.9
3766-EJLFL,0,7415.4
5939-SXWHM,0,1262.4
8152-UOBNY,0,5340.0
7351-KYHQH,0,454.65000000000003
7643-RCHXS,0,1219.0500000000002
8246-SHFGA,0,358.70000000000005
8387-MOJJT,1,3273.9
0620-XEFWH,0,75.4
6485-QXWWE,0,1612.0
2761-OCIAX,1,149.4
7321-VGNKU,0,140.7
5327-CNLUQ,0,4651.200000000001
7552-KEYGT,0,527.85
5816-JMLGY,0,5628.0
3068-OMWZA,1,88.8
2927-QRRQV,0,4353.900000000001
6032-KRXXO,1,2707.5
7459-RRWQZ,1,969.7500000000001
6265-SXWBU,0,6606.75
7941-RCJOW,0,1270.75
6374-NTQLP,0,7495.2
4154-AQUGT,1,1157.6499999999999
2387-KDZQY,0,341.70000000000005
3584-WKTTW,0,5689.05
3399-BMLVW,0,3085.5
1971-DTCZB,0,6548.400000000001
3092-IGHWF,1,5855.8
3374-PZLXD,0,669.8
3813-DHBBB,0,3413.65
2812-REYAT,0,982.45
6518-PPLMZ,0,1028.1999999999998
4939-KYYPY,0,1605.15
8017-LXHFA,1,2179.25
5930-GBIWP,0,5623.5
6022-KOUQO,0,58.1
6352-TWCAU,1,3025.75
2361-UPSND,0,3247.6
6035-RIIOM,0,5248.8
2929-QNSRW,1,5502.0
1262-OPMFY,1,681.75
9504-DSHWM,0,1184.0
5035-BVCXS,0,834.9000000000001
6267-DCFFZ,0,2701.5
3533-UVMOM,0,4824.6
2439-LYPMQ,0,3898.7999999999997
4248-QPAVC,1,1450.9499999999998
1899-VXWXM,1,5092.799999999999
1478-VPOAD,0,43.8
9995-HOTOH,0,3717.0
2988-PLAHS,0,209.85000000000002
1371-OJCEK,0,1168.8000000000002
4999-IEZLT,0,1943.7
8883-ANODQ,0,5739.200000000001
4690-LLKUA,1,765.8499999999999
2351-RRBUE,0,144.54999999999998
5980-BDHPY,0,6271.2
1498-DQNRX,0,575.6500000000001
9469-WEJBT,0,3342.95
3331-HQDTW,1,3733.2
9490-DFPMD,1,3555.3
2581-VKIRT,0,3864.5
5442-XSDCW,1,874.5
7426-WEIJX,0,4857.0
2851-MMUTZ,0,1516.05
3049-NDXFL,1,85.8
8580-AECUZ,1,79.1
3307-TLCUD,0,584.8
6625-FLENO,0,1203.5
2967-MXRAV,0,18.8
7963-GQRMY,1,132.89999999999998
8189-HBVRW,0,4812.4
4163-KIUHY,0,896.0
1228-FZFRV,1,5297.5
3500-NSDOA,0,4814.4
1171-TYKUR,0,1193.8
3761-FLYZI,0,7072.0
2058-DCJBE,1,348.75
5364-XYIRR,1,4827.150000000001
4829-AUOAX,1,4418.3
1219-NNDDO,0,691.65
8388-DMKAE,0,162.0
4403-BWPAY,0,347.2
9659-QEQSY,0,5204.25
5405-ZMYXQ,0,596.8
5047-LHVLY,1,50.15
1442-OKRJE,0,6807.900000000001
4737-AQCPU,0,5191.2
9158-VCTQB,1,4657.599999999999
2808-CHTDM,0,577.3000000000001
6311-UEUME,1,2288.1000000000004
0793-TWELN,0,320.6
3283-WCWXT,0,152.39999999999998
1060-ENTOF,0,7061.8
0999-QXNSA,0,320.25
5451-MHQOF,0,1369.2
4836-WNFNO,0,1800.0
9225-BZLNZ,0,6138.0
0354-VXMJC,0,450.8
4422-QVIJA,0,1755.25
9365-SRSZE,0,1904.85
6839-ITVZJ,1,1561.3
8332-OSJDW,0,316.79999999999995
